date,visit.num,cover,burn,point,lat,lon,start,end,wind,weather,species,a.v,dist,in.flight,invaded,ky.blue,cheat,brome
5/28/2016,1,G,U,49,42.68427,103.46561,7:45,7:50,0,clear,howr,a,4,0,0,0,0,0
5/28/2016,1,G,U,49,42.68427,103.46561,7:45,7:50,0,clear,eabl,a,4,0,0,0,0,0
5/28/2016,1,G,U,49,42.68427,103.46561,7:45,7:50,0,clear,weme,a,4,0,0,0,0,0
5/28/2016,1,G,U,49,42.68427,103.46561,7:45,7:50,0,clear,spto,a,4,0,0,0,0,0
5/28/2016,1,G,U,305,42.68019,103.44676,5:16,5:21,0,clear,amgo,a,4,0,0,0,0,0
5/28/2016,1,G,U,305,42.68019,103.44676,5:16,5:21,0,clear,weme,a,4,0,0,0,0,0
5/28/2016,1,G,U,305,42.68019,103.44676,5:16,5:21,0,clear,spto,a,4,0,0,0,0,0
5/28/2016,1,G,U,305,42.68019,103.44676,5:16,5:21,0,clear,wbnu,a,4,0,0,0,0,0
5/28/2016,1,G,U,50,42.68517,103.47559,10:18,10:23,3,partly.cloud,weme,v,3,0,0,0,0,0
5/26/2016,1,F,M,66,42.65838,103.53022,10:14,10:19,3,clear,weme,v,2,0,0,0,0,0
5/26/2016,1,F,M,66,42.65838,103.53022,10:14,10:19,3,clear,weme,v,3,0,0,0,0,0
5/26/2016,1,F,M,66,42.65838,103.53022,10:14,10:19,3,clear,rowr,a,4,0,0,0,0,0
5/27/2016,1,G,B,213,42.66758,103.51943,5:37,5:42,1,partly.cloud,weme,v,2,0,0,0,0,0
5/27/2016,1,G,B,213,42.66758,103.51943,5:37,5:42,1,partly.cloud,eaki,v,1,1,0,0,0,0
5/27/2016,1,G,B,213,42.66758,103.51943,5:37,5:42,1,partly.cloud,eaki,v,1,1,0,0,0,0
5/27/2016,1,F,U,35,42.68823,103.46409,9:18,9:23,2,cloudy,eabl,a,2,0,0,0,0,0
5/27/2016,1,F,U,35,42.68823,103.46409,9:18,9:23,2,cloudy,auwa,a,2,0,0,0,0,0
5/27/2016,1,F,U,35,42.68823,103.46409,9:18,9:23,2,cloudy,plvi,v,2,0,0,0,0,0
5/27/2016,1,F,U,35,42.68823,103.46409,9:18,9:23,2,cloudy,bcch,v,2,0,0,0,0,0
5/27/2016,1,F,U,34,42.68705,103.46219,9:39,9:44,3,cloudy,eabl,a,2,0,0,0,0,0
5/27/2016,1,F,U,34,42.68705,103.46219,9:39,9:44,3,cloudy,bhco,a,4,0,0,0,0,0
5/27/2016,1,F,U,34,42.68705,103.46219,9:39,9:44,3,cloudy,wbnu,a,4,0,0,0,0,0
5/27/2016,1,F,U,34,42.68705,103.46219,9:39,9:44,3,cloudy,amcr,a,4,0,0,0,0,0
5/27/2016,1,F,L,frbyrd,42.66446,103.52772,6:27,6:32,1,partly.cloud,weme,a,3,0,0,0,0,0
5/27/2016,1,F,L,frbyrd,42.66446,103.52772,6:27,6:32,1,partly.cloud,weme,a,3,0,0,0,0,0
5/27/2016,1,F,L,frbyrd,42.66446,103.52772,6:27,6:32,1,partly.cloud,amgo,v,1,0,0,0,0,0
5/27/2016,1,F,L,frbyrd,42.66446,103.52772,6:27,6:32,1,partly.cloud,lasp,v,2,0,0,0,0,0
5/27/2016,1,F,L,frbyrd,42.66446,103.52772,6:27,6:32,1,partly.cloud,bbma,v,3,1,0,0,0,0
5/27/2016,1,F,L,frbyrd,42.66446,103.52772,6:27,6:32,1,partly.cloud,bcch,a,3,0,0,0,0,0
5/27/2016,1,F,H,61,42.66823,103.52421,6:03,6:08,2,partly.cloud,weme,v,1,0,0,1,1,0
5/27/2016,1,F,H,61,42.66823,103.52421,6:03,6:08,2,partly.cloud,bbma,a,3,0,0,1,1,0
5/27/2016,1,F,H,39,42.66502,103.53223,7:26,7:31,2,partly.cloud,weme,a,2,0,0,0,0,0
5/27/2016,1,F,H,39,42.66502,103.53223,7:26,7:31,2,partly.cloud,weme,a,3,0,0,0,0,0
5/27/2016,1,F,H,39,42.66502,103.53223,7:26,7:31,2,partly.cloud,brth,a,4,0,0,0,0,0
5/27/2016,1,F,H,39,42.66502,103.53223,7:26,7:31,2,partly.cloud,spto,a,4,0,0,0,0,0
5/27/2016,1,F,H,39,42.66502,103.53223,7:26,7:31,2,partly.cloud,eaph,a,4,0,0,0,0,0
5/27/2016,1,F,L,44,42.66327,103.52664,6:45,6:50,1,partly.cloud,rhwo,v,2,0,0,0,0,0
5/27/2016,1,F,L,44,42.66327,103.52664,6:45,6:50,1,partly.cloud,rhwo,v,2,0,0,0,0,0
5/27/2016,1,F,L,44,42.66327,103.52664,6:45,6:50,1,partly.cloud,weme,a,2,0,0,0,0,0
5/27/2016,1,F,L,44,42.66327,103.52664,6:45,6:50,1,partly.cloud,lasp,a,3,0,0,0,0,0
5/27/2016,1,F,L,44,42.66327,103.52664,6:45,6:50,1,partly.cloud,bhco,v,3,1,0,0,0,0
5/27/2016,1,F,L,44,42.66327,103.52664,6:45,6:50,1,partly.cloud,amgo,v,3,0,0,0,0,0
5/27/2016,1,F,L,44,42.66327,103.52664,6:45,6:50,1,partly.cloud,amgo,v,3,0,0,0,0,0
5/27/2016,1,F,L,46,42.66554,103.52574,8:10,8:15,1,partly.cloud,bcch,v,2,0,0,0,0,0
5/27/2016,1,F,L,46,42.66554,103.52574,8:10,8:15,1,partly.cloud,spto,a,2,0,0,0,0,0
5/27/2016,1,F,L,46,42.66554,103.52574,8:10,8:15,1,partly.cloud,bbma,v,3,0,0,0,0,0
5/27/2016,1,F,L,46,42.66554,103.52574,8:10,8:15,1,partly.cloud,eaph,v,3,0,0,0,0,0
5/27/2016,1,G,B,109,42.66339,103.53583,7:45,7:50,1,partly.cloud,weme,a,3,0,0,0,0,0
5/27/2016,1,G,B,109,42.66339,103.53583,7:45,7:50,1,partly.cloud,weme,a,2,0,0,0,0,0
5/27/2016,1,G,B,109,42.66339,103.53583,7:45,7:50,1,partly.cloud,weme,v,2,0,0,0,0,0
5/27/2016,1,G,B,109,42.66339,103.53583,7:45,7:50,1,partly.cloud,rowr,a,4,0,0,0,0,0
5/27/2016,1,G,B,109,42.66339,103.53583,7:45,7:50,1,partly.cloud,wwpe,a,4,0,0,0,0,0
5/25/2016,1,F,U,301,42.69036,103.47004,7:57,8:02,2,clear,spto,a,1,0,0,0,0,0
5/25/2016,1,F,U,301,42.69036,103.47004,7:57,8:02,2,clear,spto,a,2,0,0,0,0,0
5/25/2016,1,F,U,301,42.69036,103.47004,7:57,8:02,2,clear,auwa,v,1,0,0,0,0,0
5/25/2016,1,F,U,301,42.69036,103.47004,7:57,8:02,2,clear,howr,v,1,0,0,0,0,0
5/25/2016,1,F,U,301,42.69036,103.47004,7:57,8:02,2,clear,bggn,a,1,0,0,0,0,0
5/25/2016,1,F,U,32,42.69066,103.47168,8:38,8:43,2,clear,auwa,a,1,0,0,0,0,0
5/25/2016,1,F,U,32,42.69066,103.47168,8:38,8:43,2,clear,auwa,a,2,0,0,0,0,0
5/25/2016,1,F,U,32,42.69066,103.47168,8:38,8:43,2,clear,spto,a,2,0,0,0,0,0
5/25/2016,1,F,U,32,42.69066,103.47168,8:38,8:43,2,clear,eabl,a,3,0,0,0,0,0
5/25/2016,1,F,U,32,42.69066,103.47168,8:38,8:43,2,clear,amcr,a,3,0,0,0,0,0
5/25/2016,1,F,U,300,42.68971,103.46638,9:30,9:35,2,clear,howr,a,2,0,0,0,0,0
5/25/2016,1,F,U,300,42.68971,103.46638,9:30,9:35,2,clear,wbnu,a,3,0,0,0,0,0
5/25/2016,1,F,U,300,42.68971,103.46638,9:30,9:35,2,clear,oven,a,1,0,0,0,0,0
5/25/2016,1,F,U,300,42.68971,103.46638,9:30,9:35,2,clear,oven,a,1,0,0,0,0,0
5/25/2016,1,F,U,300,42.68971,103.46638,9:30,9:35,2,clear,spto,a,2,0,0,0,0,0
5/25/2016,1,F,U,300,42.68971,103.46638,9:30,9:35,2,clear,spto,a,3,0,0,0,0,0
5/25/2016,1,F,U,300,42.68971,103.46638,9:30,9:35,2,clear,amgo,a,1,0,0,0,0,0
5/25/2016,1,F,U,300,42.68971,103.46638,9:30,9:35,2,clear,bcch,a,3,0,0,0,0,0
5/25/2016,1,F,U,105,42.68821,103.47287,10:10,10:15,2,clear,amgo,a,2,0,0,0,0,0
5/25/2016,1,F,U,105,42.68821,103.47287,10:10,10:15,2,clear,spto,a,2,0,0,0,0,0
5/25/2016,1,F,U,105,42.68821,103.47287,10:10,10:15,2,clear,bhco,v,1,0,0,0,0,0
5/26/2016,1,G,B,212,42.66055,103.53782,9:27,9:32,3,clear,weme,a,2,0,0,0,0,0
5/26/2016,1,G,B,212,42.66055,103.53782,9:27,9:32,3,clear,weme,a,2,0,0,0,0,0
5/26/2016,1,G,B,212,42.66055,103.53782,9:27,9:32,3,clear,weme,a,3,0,0,0,0,0
5/26/2016,1,G,B,212,42.66055,103.53782,9:27,9:32,3,clear,rowr,a,3,0,0,0,0,0
5/26/2016,1,G,B,211,42.66203,103.53402,9:50,9:55,2,clear,weme,a,2,0,0,1,1,0
5/26/2016,1,G,B,211,42.66203,103.53402,9:50,9:55,2,clear,weme,a,3,0,0,1,1,0
5/26/2016,1,G,B,211,42.66203,103.53402,9:50,9:55,2,clear,rhwo,a,2,0,0,1,1,0
5/26/2016,1,G,B,211,42.66203,103.53402,9:50,9:55,2,clear,ysfl,a,3,0,0,1,1,0
5/26/2016,1,G,B,211,42.66203,103.53402,9:50,9:55,2,clear,lasp,a,3,0,0,1,1,0
5/26/2016,1,G,B,59,42.65918,103.52951,7:56,8:01,3,clear,weme,a,1,0,0,0,0,0
5/26/2016,1,G,B,59,42.65918,103.52951,7:56,8:01,3,clear,weme,a,2,0,0,0,0,0
5/26/2016,1,G,B,59,42.65918,103.52951,7:56,8:01,3,clear,weme,a,3,0,0,0,0,0
5/26/2016,1,G,B,59,42.65918,103.52951,7:56,8:01,3,clear,rhwo,a,4,0,0,0,0,0
5/26/2016,1,F,M,66,42.65838,103.53022,8:22,8:27,3,clear,weme,a,2,0,0,0,0,0
5/26/2016,1,F,M,66,42.65838,103.53022,8:22,8:27,3,clear,weme,a,3,0,0,0,0,0
5/26/2016,1,G,B,58,42.65652,103.53371,8:40,8:45,2,clear,weme,a,1,0,0,1,1,0
5/26/2016,1,G,B,58,42.65652,103.53371,8:40,8:45,2,clear,weme,a,2,0,0,1,1,0
5/26/2016,1,G,B,58,42.65652,103.53371,8:40,8:45,2,clear,weme,a,2,0,0,1,1,0
5/26/2016,1,G,B,58,42.65652,103.53371,8:40,8:45,2,clear,modo,a,4,0,0,1,1,0
5/26/2016,1,F,M,205,42.65947,103.53488,9:08,9:13,3,clear,weme,a,2,0,0,0,0,0
5/26/2016,1,F,M,205,42.65947,103.53488,9:08,9:13,3,clear,weme,a,3,0,0,0,0,0
5/26/2016,1,F,H,37,42.65945,103.52153,7:16,7:21,2,clear,weme,v,2,0,0,1,1,0
5/26/2016,1,F,H,37,42.65945,103.52153,7:16,7:21,2,clear,bhco,a,2,0,0,1,1,0
5/26/2016,1,F,H,37,42.65945,103.52153,7:16,7:21,2,clear,rhwo,v,3,0,0,1,1,0
5/26/2016,1,F,M,203,42.65926,103.52838,7:40,7:45,2,clear,weme,a,2,0,0,0,0,0
5/26/2016,1,F,M,203,42.65926,103.52838,7:40,7:45,2,clear,weme,a,2,0,0,0,0,0
5/26/2016,1,F,M,203,42.65926,103.52838,7:40,7:45,2,clear,weme,a,3,0,0,0,0,0
5/26/2016,1,F,M,203,42.65926,103.52838,7:40,7:45,2,clear,prfa,v,2,1,0,0,0,0
5/26/2016,1,F,H,41,42.65867,103.51693,6:43,6:48,1,clear,weme,a,2,0,0,0,0,1
5/26/2016,1,F,H,41,42.65867,103.51693,6:43,6:48,1,clear,weme,a,3,0,0,0,0,1
5/26/2016,1,F,H,41,42.65867,103.51693,6:43,6:48,1,clear,bbma,a,4,0,0,0,0,1
5/26/2016,1,F,L,208,42.65878,103.51983,7:01,7:06,1,clear,weme,a,3,0,0,1,0,0
5/26/2016,1,F,L,208,42.65878,103.51983,7:01,7:06,1,clear,rhwo,a,4,0,0,1,0,0
5/26/2016,1,F,L,206,42.66291,103.51837,6:19,6:24,2,clear,weme,a,2,0,0,0,0,0
5/26/2016,1,F,L,206,42.66291,103.51837,6:19,6:24,2,clear,howr,a,2,0,0,0,0,0
5/26/2016,1,F,L,206,42.66291,103.51837,6:19,6:24,2,clear,spto,a,3,0,0,0,0,0
5/26/2016,1,F,L,206,42.66291,103.51837,6:19,6:24,2,clear,modo,a,2,0,0,0,0,0
5/26/2016,1,F,L,206,42.66291,103.51837,6:19,6:24,2,clear,modo,a,3,0,0,0,0,0
5/26/2016,1,F,L,206,42.66291,103.51837,6:19,6:24,2,clear,eabl,a,3,0,0,0,0,0
5/26/2016,1,F,M,110,42.665,103.51774,5:58,6:03,3,clear,weme,a,2,0,0,0,0,0
5/26/2016,1,F,M,110,42.665,103.51774,5:58,6:03,3,clear,weme,a,2,0,0,0,0,0
5/26/2016,1,F,M,110,42.665,103.51774,5:58,6:03,3,clear,weme,a,3,0,0,0,0,0
5/26/2016,1,F,M,110,42.665,103.51774,5:58,6:03,3,clear,lasp,v,1,0,0,0,0,0
5/29/2016,1,G,B,57,42.651,103.55432,5:14,5:19,1,clear,weme,a,2,0,0,1,1,0
5/29/2016,1,G,B,57,42.651,103.55432,5:14,5:19,1,clear,weme,a,3,0,0,1,1,0
5/29/2016,1,G,B,57,42.651,103.55432,5:14,5:19,1,clear,yewa,a,4,0,0,1,1,0
5/29/2016,1,G,B,57,42.651,103.55432,5:14,5:19,1,clear,caki,a,4,0,0,1,1,0
5/29/2016,1,G,B,57,42.651,103.55432,5:14,5:19,1,clear,spto,a,4,0,0,1,1,0
5/29/2016,1,G,B,57,42.651,103.55432,5:14,5:19,1,clear,modo,a,4,0,0,1,1,0
5/29/2016,1,F,M,204,42.65386,103.5531,4:58,5:03,1,clear,weme,a,2,0,0,0,1,0
5/29/2016,1,F,M,204,42.65386,103.5531,4:58,5:03,1,clear,brbl,v,1,1,0,0,1,0
5/29/2016,1,F,M,204,42.65386,103.5531,4:58,5:03,1,clear,spto,a,4,0,0,0,1,0
5/29/2016,1,F,M,204,42.65386,103.5531,4:58,5:03,1,clear,caki,a,4,0,0,0,1,0
5/29/2016,1,F,M,204,42.65386,103.5531,4:58,5:03,1,clear,wwpe,a,4,0,0,0,1,0
5/29/2016,1,F,L,210,42.65214,103.55595,5:54,5:59,1,clear,bhco,a,2,0,0,0,0,0
5/29/2016,1,F,L,210,42.65214,103.55595,5:54,5:59,1,clear,bhco,a,2,0,0,0,0,0
5/29/2016,1,F,L,210,42.65214,103.55595,5:54,5:59,1,clear,weme,a,2,0,0,0,0,0
5/29/2016,1,F,L,210,42.65214,103.55595,5:54,5:59,1,clear,howr,a,3,0,0,0,0,0
5/29/2016,1,F,L,210,42.65214,103.55595,5:54,5:59,1,clear,rowr,v,1,0,0,0,0,0
5/29/2016,1,F,L,210,42.65214,103.55595,5:54,5:59,1,clear,rhwo,v,1,1,0,0,0,0
5/29/2016,1,F,L,210,42.65214,103.55595,5:54,5:59,1,clear,ysfl,a,4,0,0,0,0,0
5/29/2016,1,F,H,201,42.65291,103.55192,5:33,5:38,0,clear,brbl,v,2,0,0,0,0,1
5/29/2016,1,F,H,201,42.65291,103.55192,5:33,5:38,0,clear,brbl,v,2,0,0,0,0,1
5/29/2016,1,F,H,201,42.65291,103.55192,5:33,5:38,0,clear,brbl,v,3,0,0,0,0,1
5/29/2016,1,F,H,201,42.65291,103.55192,5:33,5:38,0,clear,weme,a,2,0,0,0,0,1
5/29/2016,1,F,H,201,42.65291,103.55192,5:33,5:38,0,clear,weme,v,1,0,0,0,0,1
5/29/2016,1,F,H,201,42.65291,103.55192,5:33,5:38,0,clear,howr,a,3,0,0,0,0,1
5/29/2016,1,F,H,201,42.65291,103.55192,5:33,5:38,0,clear,eaki,a,4,0,0,0,0,1
5/29/2016,1,F,H,201,42.65291,103.55192,5:33,5:38,0,clear,wwpe,a,4,0,0,0,0,1
5/29/2016,1,F,L,207,42.64953,103.55353,6:25,6:30,0,clear,weme,v,3,0,0,0,0,0
5/29/2016,1,F,L,207,42.64953,103.55353,6:25,6:30,0,clear,caki,v,3,0,0,0,0,0
5/29/2016,1,F,L,207,42.64953,103.55353,6:25,6:30,0,clear,caki,v,3,0,0,0,0,0
5/29/2016,1,F,L,207,42.64953,103.55353,6:25,6:30,0,clear,rowr,v,3,0,0,0,0,0
5/29/2016,1,F,L,207,42.64953,103.55353,6:25,6:30,0,clear,spto,a,4,0,0,0,0,0
5/29/2016,1,F,L,207,42.64953,103.55353,6:25,6:30,0,clear,eabl,a,4,0,0,0,0,0
5/29/2016,1,F,L,207,42.64953,103.55353,6:25,6:30,0,clear,howr,a,4,0,0,0,0,0
5/29/2016,1,F,H,202,42.65074,103.55447,6:10,6:15,0,clear,weme,a,2,0,0,1,0,1
5/29/2016,1,F,H,202,42.65074,103.55447,6:10,6:15,0,clear,weme,a,3,0,0,1,0,1
5/29/2016,1,F,H,202,42.65074,103.55447,6:10,6:15,0,clear,bhco,v,1,1,0,1,0,1
5/29/2016,1,F,H,202,42.65074,103.55447,6:10,6:15,0,clear,ysfl,v,1,0,0,1,0,1
5/29/2016,1,F,H,202,42.65074,103.55447,6:10,6:15,0,clear,modo,a,3,0,0,1,0,1
5/29/2016,1,F,H,202,42.65074,103.55447,6:10,6:15,0,clear,rowr,a,4,0,0,1,0,1
5/29/2016,1,F,H,202,42.65074,103.55447,6:10,6:15,0,clear,amgo,a,4,0,0,1,0,1
5/29/2016,1,F,H,202,42.65074,103.55447,6:10,6:15,0,clear,howr,a,4,0,0,1,0,1
5/29/2016,1,F,H,38,42.64648,103.55019,7:07,7:12,1,clear,caki,v,3,0,0,0,0,0
5/29/2016,1,F,H,38,42.64648,103.55019,7:07,7:12,1,clear,caki,v,3,0,0,0,0,0
5/29/2016,1,F,H,38,42.64648,103.55019,7:07,7:12,1,clear,caki,v,3,0,0,0,0,0
5/29/2016,1,F,H,38,42.64648,103.55019,7:07,7:12,1,clear,weme,a,2,0,0,0,0,0
5/29/2016,1,F,H,38,42.64648,103.55019,7:07,7:12,1,clear,howr,a,2,0,0,0,0,0
5/29/2016,1,F,H,38,42.64648,103.55019,7:07,7:12,1,clear,howr,a,2,0,0,0,0,0
5/29/2016,1,F,H,38,42.64648,103.55019,7:07,7:12,1,clear,spto,v,3,0,0,0,0,0
5/29/2016,1,F,H,38,42.64648,103.55019,7:07,7:12,1,clear,coni,a,4,0,0,0,0,0
5/29/2016,1,F,H,38,42.64648,103.55019,7:07,7:12,1,clear,bhco,a,4,0,0,0,0,0
5/29/2016,1,F,H,38,42.64648,103.55019,7:07,7:12,1,clear,eabl,a,4,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,rtha,v,2,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,caki,v,2,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,caki,v,2,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,caki,v,2,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,caki,v,2,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,weme,a,2,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,spto,a,3,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,ysfl,v,1,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,modo,v,3,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,lasp,v,2,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,labu,a,4,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,howr,a,4,0,0,0,0,0
5/29/2016,1,F,M,63,42.6495,103.55125,6:39,6:44,1,clear,bhco,a,4,0,0,0,0,0
5/29/2016,1,F,H,200,42.64412,103.54539,7:55,8:00,1,clear,weme,a,2,0,0,0,1,0
5/29/2016,1,F,H,200,42.64412,103.54539,7:55,8:00,1,clear,weme,a,2,0,0,0,1,0
5/29/2016,1,F,H,200,42.64412,103.54539,7:55,8:00,1,clear,howr,v,2,0,0,0,1,0
5/29/2016,1,F,H,200,42.64412,103.54539,7:55,8:00,1,clear,caki,v,3,0,0,0,1,0
5/29/2016,1,F,H,200,42.64412,103.54539,7:55,8:00,1,clear,swallow,v,3,0,0,0,1,0
5/29/2016,1,F,H,200,42.64412,103.54539,7:55,8:00,1,clear,bhco,a,4,0,0,0,1,0
5/29/2016,1,F,H,200,42.64412,103.54539,7:55,8:00,1,clear,coni,a,4,0,0,0,1,0
5/29/2016,1,F,H,200,42.64412,103.54539,7:55,8:00,1,clear,bggn,a,4,0,0,0,1,0
5/29/2016,1,F,L,43,42.64434,103.54721,7:38,7:43,1,clear,bhco,v,1,0,0,0,0,0
5/29/2016,1,F,L,43,42.64434,103.54721,7:38,7:43,1,clear,bhco,v,1,0,0,0,0,0
5/29/2016,1,F,L,43,42.64434,103.54721,7:38,7:43,1,clear,coni,v,1,0,0,0,0,0
5/29/2016,1,F,L,43,42.64434,103.54721,7:38,7:43,1,clear,caki,v,1,0,0,0,0,0
5/29/2016,1,F,L,43,42.64434,103.54721,7:38,7:43,1,clear,modo,v,3,1,0,0,0,0
5/29/2016,1,F,L,43,42.64434,103.54721,7:38,7:43,1,clear,modo,v,3,1,0,0,0,0
5/29/2016,1,F,L,43,42.64434,103.54721,7:38,7:43,1,clear,amgo,v,1,1,0,0,0,0
5/29/2016,1,F,L,43,42.64434,103.54721,7:38,7:43,1,clear,amgo,v,1,1,0,0,0,0
5/29/2016,1,F,L,43,42.64434,103.54721,7:38,7:43,1,clear,lasp,a,3,1,0,0,0,0
5/29/2016,1,F,M,65,42.64789,103.54499,8:24,8:29,1,clear,weme,a,3,0,0,0,0,0
5/29/2016,1,F,M,65,42.64789,103.54499,8:24,8:29,1,clear,weme,a,2,0,0,0,0,0
5/29/2016,1,F,M,65,42.64789,103.54499,8:24,8:29,1,clear,howr,a,3,0,0,0,0,0
5/29/2016,1,F,M,65,42.64789,103.54499,8:24,8:29,1,clear,caki,v,2,0,0,0,0,0
5/29/2016,1,F,M,65,42.64789,103.54499,8:24,8:29,1,clear,lasp,v,1,0,0,0,0,0
5/29/2016,1,F,M,65,42.64789,103.54499,8:24,8:29,1,clear,coni,a,4,0,0,0,0,0
5/29/2016,1,F,M,65,42.64789,103.54499,8:24,8:29,1,clear,amgo,a,4,0,0,0,0,0
5/29/2016,1,F,M,65,42.64789,103.54499,8:24,8:29,1,clear,modo,a,4,0,0,0,0,0
5/29/2016,1,F,M,65,42.64789,103.54499,8:24,8:29,1,clear,spto,a,4,0,0,0,0,0
5/29/2016,1,F,H,42,42.64814,103.5472,8:40,8:45,1,clear,weme,a,2,0,0,1,0,1
5/29/2016,1,F,H,42,42.64814,103.5472,8:40,8:45,1,clear,caki,v,2,0,0,1,0,1
5/29/2016,1,F,H,42,42.64814,103.5472,8:40,8:45,1,clear,lasp,v,1,0,0,1,0,1
5/29/2016,1,F,H,42,42.64814,103.5472,8:40,8:45,1,clear,lasp,v,1,0,0,1,0,1
5/29/2016,1,F,H,42,42.64814,103.5472,8:40,8:45,1,clear,spto,a,4,0,0,1,0,1
5/29/2016,1,F,H,42,42.64814,103.5472,8:40,8:45,1,clear,modo,a,4,0,0,1,0,1
5/29/2016,1,F,H,42,42.64814,103.5472,8:40,8:45,1,clear,wwpe,a,4,0,0,1,0,1
5/29/2016,1,F,L,215,42.65149,103.54518,9:05,9:10,1,clear,bggn,a,1,0,0,0,1,0
5/29/2016,1,F,L,215,42.65149,103.54518,9:05,9:10,1,clear,caki,v,2,0,0,0,1,0
5/29/2016,1,F,L,215,42.65149,103.54518,9:05,9:10,1,clear,bhco,v,1,0,0,0,1,0
5/29/2016,1,F,L,215,42.65149,103.54518,9:05,9:10,1,clear,amro,a,1,0,0,0,1,0
5/29/2016,1,F,L,215,42.65149,103.54518,9:05,9:10,1,clear,rowr,v,2,0,0,0,1,0
5/29/2016,1,F,L,215,42.65149,103.54518,9:05,9:10,1,clear,weme,a,2,0,0,0,1,0
5/29/2016,1,F,L,215,42.65149,103.54518,9:05,9:10,1,clear,coni,a,4,0,0,0,1,0
5/29/2016,1,F,M,64,42.65589,103.54145,9:42,9:47,2,clear,weme,a,2,0,0,0,0,0
5/29/2016,1,F,M,64,42.65589,103.54145,9:42,9:47,2,clear,modo,v,2,1,0,0,0,0
5/29/2016,1,F,M,64,42.65589,103.54145,9:42,9:47,2,clear,brbl,v,1,1,0,0,0,0
5/29/2016,1,F,M,64,42.65589,103.54145,9:42,9:47,2,clear,rowr,a,4,0,0,0,0,0
5/29/2016,1,F,M,64,42.65589,103.54145,9:42,9:47,2,clear,coni,a,4,0,0,0,0,0
5/30/2016,1,G,B,55,42.65477,103.54778,5:24,5:29,3,clear,howr,a,3,0,0,0,1,0
5/30/2016,1,G,B,55,42.65477,103.54778,5:24,5:29,3,clear,weme,a,3,0,0,0,1,0
5/30/2016,1,G,B,55,42.65477,103.54778,5:24,5:29,3,clear,caki,a,2,0,0,0,1,0
5/30/2016,1,G,B,55,42.65477,103.54778,5:24,5:29,3,clear,caki,a,2,0,0,0,1,0
5/30/2016,1,G,B,55,42.65477,103.54778,5:24,5:29,3,clear,caki,a,2,0,0,0,1,0
5/30/2016,1,G,B,55,42.65477,103.54778,5:24,5:29,3,clear,prfa,v,1,1,0,0,1,0
5/30/2016,1,G,B,214,42.6573,103.551,5:01,5:06,3,partly.cloud,weme,a,2,0,0,1,0,0
5/30/2016,1,G,B,214,42.6573,103.551,5:01,5:06,3,partly.cloud,weme,a,3,0,0,1,0,0
5/30/2016,1,G,B,214,42.6573,103.551,5:01,5:06,3,partly.cloud,wwpe,v,1,0,0,1,0,0
5/30/2016,1,G,B,214,42.6573,103.551,5:01,5:06,3,partly.cloud,spto,a,4,0,0,1,0,0
5/30/2016,1,G,B,214,42.6573,103.551,5:01,5:06,3,partly.cloud,bcch,a,4,0,0,1,0,0
5/30/2016,1,G,B,214,42.6573,103.551,5:01,5:06,3,partly.cloud,bhco,a,4,0,0,1,0,0
5/30/2016,1,G,B,214,42.6573,103.551,5:01,5:06,3,partly.cloud,caki,a,4,0,0,1,0,0
5/30/2016,1,F,H,40,42.65388,103.54605,5:45,5:50,3,partly.cloud,eaki,v,2,0,0,0,0,0
5/30/2016,1,F,H,40,42.65388,103.54605,5:45,5:50,3,partly.cloud,eaki,v,3,0,0,0,0,0
5/30/2016,1,F,H,40,42.65388,103.54605,5:45,5:50,3,partly.cloud,weme,a,2,0,0,0,0,0
5/30/2016,1,F,H,40,42.65388,103.54605,5:45,5:50,3,partly.cloud,rhwo,v,2,0,0,0,0,0
5/30/2016,1,F,H,40,42.65388,103.54605,5:45,5:50,3,partly.cloud,howr,a,4,0,0,0,0,0
5/31/2016,2,F,M,64,,,5:08,5:13,2,partly.cloud,weme,a,2,0,,,,
5/31/2016,2,F,M,64,,,5:08,5:13,2,partly.cloud,weme,a,3,0,,,,
5/31/2016,2,F,M,64,,,5:08,5:13,2,partly.cloud,bhco,v,2,1,,,,
5/31/2016,2,F,M,64,,,5:08,5:13,2,partly.cloud,rowr,a,4,0,,,,
5/31/2016,2,F,M,64,,,5:08,5:13,2,partly.cloud,grsp,a,4,0,,,,
